dimer,ipSAE_rank_001,ipSAE_rank_002,ipSAE_rank_003,ipTM_af_rank_001,ipTM_af_rank_002,ipTM_af_rank_003
ATCOPIA93_RTRH__AT5G44210.1,0.0118,0.0,0.0,0.2,0.2,0.16
ATCOPIA93_RTRH__AT5G44270.1,0.0,0.0,0.0,0.16,0.15,0.14
ATCOPIA93_RTRH__AT5G44280.2,0.0,0.0,0.0,0.31,0.23,0.19
ATCOPIA93_RTRH__AT5G44290.4,0.0,0.0,0.0,0.19,0.19,0.16
ATCOPIA93_RTRH__AT5G44320.1,0.0,0.0,0.0,0.18,0.18,0.17
ATCOPIA93_RTRH__AT5G44340.1,0.0,0.0,0.0,0.22,0.19,0.16
ATCOPIA93_RTRH__AT5G44500.2,0.0112,0.0,0.0,0.19,0.19,0.15
ATCOPIA93_RTRH__AT5G44635.1,0.0,0.0,0.0,0.17,0.16,0.15
ATCOPIA93_RTRH__AT5G44700.1,0.0,0.0,0.0,0.29,0.26,0.26
ATCOPIA93_RTRH__AT5G44750.2,0.0,0.0,0.0,0.23,0.22,0.19
ATCOPIA93_RTRH__AT5G44800.1,0.0,0.0,0.0,0.26,0.24,0.24
ATCOPIA93_RTRH__AT5G45010.1,0.0,0.0,0.0,0.29,0.27,0.24
ATCOPIA93_RTRH__AT5G45050.1,0.0,0.0,0.0,0.25,0.24,0.23
ATCOPIA93_RTRH__AT5G45113.1,0.0,0.0,0.0,0.14,0.13,0.13
ATCOPIA93_RTRH__AT5G45140.1,0.0,0.0,0.0,0.24,0.23,0.21
ATCOPIA93_RTRH__AT5G45150.1,0.0,0.0,0.0,0.21,0.19,0.17
ATCOPIA93_RTRH__AT5G45190.2,0.0,0.0,0.0,0.17,0.17,0.15
ATCOPIA93_RTRH__AT5G45260.1,0.0,0.0,0.0,0.26,0.24,0.2
ATCOPIA93_RTRH__AT5G45330.1,0.0,0.0,0.0,0.25,0.21,0.17
ATCOPIA93_RTRH__AT5G45400.1,0.0,0.0,0.0,0.24,0.2,0.16
ATCOPIA93_RTRH__AT5G45420.1,0.0,0.0,0.0,0.16,0.14,0.14
ATCOPIA93_RTRH__AT5G45550.1,0.0,0.0,0.0,0.19,0.17,0.14
ATCOPIA93_RTRH__AT5G45580.1,0.0111,0.0,0.0,0.18,0.18,0.16
ATCOPIA93_RTRH__AT5G45590.1,0.0,0.0,0.0,0.16,0.14,0.13
ATCOPIA93_RTRH__AT5G45600.1,0.0,0.0,0.0,0.14,0.15,0.14
ATCOPIA93_RTRH__AT5G45610.1,0.0,0.0,0.0,0.23,0.17,0.17
ATCOPIA93_RTRH__AT5G45710.1,0.0104,0.0,0.0,0.2,0.19,0.17
ATCOPIA93_RTRH__AT5G45720.1,0.0,0.0,0.0,0.18,0.18,0.17
ATCOPIA93_RTRH__AT5G45830.1,0.0,0.0,0.0,0.16,0.15,0.14
ATCOPIA93_RTRH__AT5G45900.1,0.0,0.0,0.0,0.19,0.17,0.17
ATCOPIA93_RTRH__AT5G45990.1,0.0,0.0,0.0,0.18,0.16,0.15
ATCOPIA93_RTRH__AT5G46010.1,0.013,0.0,0.0,0.31,0.18,0.17
ATCOPIA93_RTRH__AT5G46030.1,0.0133,0.0,0.0,0.34,0.3,0.17
ATCOPIA93_RTRH__AT5G46070.1,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G46160.1,0.0,0.0,0.0,0.19,0.15,0.13
ATCOPIA93_RTRH__AT5G46210.1,0.0,0.0,0.0,0.17,0.15,0.14
ATCOPIA93_RTRH__AT5G46280.1,0.0,0.0,0.0,0.17,0.17,0.15
ATCOPIA93_RTRH__AT5G46350.1,0.0,0.0,0.0,0.19,0.18,0.14
ATCOPIA93_RTRH__AT5G46400.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G46430.2,0.0,0.0,0.0,0.12,0.12,0.12
ATCOPIA93_RTRH__AT5G46560.1,0.0,0.0,0.0,0.18,0.14,0.14
ATCOPIA93_RTRH__AT5G46580.1,0.0,0.0,0.0,0.17,0.15,0.16
ATCOPIA93_RTRH__AT5G46590.1,0.2763,0.1605,0.0,0.49,0.47,0.24
ATCOPIA93_RTRH__AT5G46690.1,0.0,0.0,0.0,0.19,0.16,0.15
ATCOPIA93_RTRH__AT5G46740.1,0.0,0.0,0.0,0.27,0.19,0.19
ATCOPIA93_RTRH__AT5G46760.1,0.0,0.0,0.0,0.19,0.19,0.18
ATCOPIA93_RTRH__AT5G46830.1,0.0,0.0,0.0,0.2,0.17,0.17
ATCOPIA93_RTRH__AT5G46910.1,0.0157,0.0146,0.0,0.33,0.27,0.23
ATCOPIA93_RTRH__AT5G46920.1,0.0,0.0,0.0,0.18,0.17,0.17
ATCOPIA93_RTRH__AT5G47010.1,0.0,0.0,0.0,0.19,0.19,0.18
ATCOPIA93_RTRH__AT5G47140.1,0.0116,0.0,0.0,0.23,0.2,0.17
ATCOPIA93_RTRH__AT5G47190.1,0.0,0.0,0.0,0.14,0.13,0.13
ATCOPIA93_RTRH__AT5G47220.1,0.0135,0.0,0.0,0.23,0.2,0.19
ATCOPIA93_RTRH__AT5G47230.1,0.0114,0.0,0.0,0.18,0.17,0.15
ATCOPIA93_RTRH__AT5G47320.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G47370.1,0.0101,0.0,0.0,0.29,0.16,0.13
ATCOPIA93_RTRH__AT5G47390.1,0.0,0.0,0.0,0.21,0.18,0.15
ATCOPIA93_RTRH__AT5G47620.4,0.0,0.0,0.0,0.18,0.17,0.14
ATCOPIA93_RTRH__AT5G47640.1,0.0,0.0,0.0,0.14,0.14,0.13
ATCOPIA93_RTRH__AT5G47660.1,0.0,0.0,0.0,0.19,0.19,0.19
ATCOPIA93_RTRH__AT5G47670.1,0.0,0.0,0.0,0.14,0.14,0.13
ATCOPIA93_RTRH__AT5G47690.3,0.0,0.0,0.0,0.33,0.24,0.23
ATCOPIA93_RTRH__AT5G47700.2,0.0,0.0,0.0,0.16,0.15,0.14
ATCOPIA93_RTRH__AT5G47820.2,0.0,0.0,0.0,0.18,0.17,0.16
ATCOPIA93_RTRH__AT5G47870.1,0.0,0.0,0.0,0.15,0.13,0.12
ATCOPIA93_RTRH__AT5G47880.2,0.0,0.0,0.0,0.17,0.17,0.17
ATCOPIA93_RTRH__AT5G47930.1,0.0,0.0,0.0,0.29,0.24,0.22
ATCOPIA93_RTRH__AT5G48030.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G48150.2,0.0,0.0,0.0,0.2,0.2,0.19
ATCOPIA93_RTRH__AT5G48390.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G48470.1,0.0,0.0,0.0,0.18,0.15,0.15
ATCOPIA93_RTRH__AT5G48520.1,0.0,0.0,0.0,0.16,0.15,0.15
ATCOPIA93_RTRH__AT5G48560.1,0.0,0.0,0.0,0.17,0.15,0.15
ATCOPIA93_RTRH__AT5G48600.2,0.0,0.0,0.0,0.2,0.2,0.19
ATCOPIA93_RTRH__AT5G48630.2,0.0133,0.0,0.0,0.51,0.18,0.14
ATCOPIA93_RTRH__AT5G48640.1,0.0,0.0,0.0,0.24,0.18,0.15
ATCOPIA93_RTRH__AT5G48670.1,0.0102,0.0,0.0,0.2,0.18,0.15
ATCOPIA93_RTRH__AT5G48720.2,0.0,0.0,0.0,0.19,0.17,0.17
ATCOPIA93_RTRH__AT5G48760.2,0.0,0.0,0.0,0.14,0.12,0.12
ATCOPIA93_RTRH__AT5G48820.2,0.0122,0.013,0.0134,0.25,0.18,0.18
ATCOPIA93_RTRH__AT5G48870.1,0.0,0.0,0.0,0.3,0.27,0.17
ATCOPIA93_RTRH__AT5G48890.1,0.0,0.0,0.0,0.2,0.18,0.17
ATCOPIA93_RTRH__AT5G49010.1,0.0,0.0,0.0,0.18,0.16,0.13
ATCOPIA93_RTRH__AT5G49020.1,0.0,0.0,0.0,0.17,0.17,0.17
ATCOPIA93_RTRH__AT5G49110.2,0.0,0.0,0.0,0.23,0.21,0.21
ATCOPIA93_RTRH__AT5G49160.1,0.0,0.0,0.0,0.24,0.23,0.22
ATCOPIA93_RTRH__AT5G49300.1,0.0106,0.0,0.0,0.25,0.18,0.17
ATCOPIA93_RTRH__AT5G49310.1,0.3427,0.0125,0.0,0.57,0.34,0.23
ATCOPIA93_RTRH__AT5G49330.1,0.0,0.0,0.0,0.19,0.18,0.16
ATCOPIA93_RTRH__AT5G49420.1,0.0,0.0,0.0,0.18,0.18,0.17
ATCOPIA93_RTRH__AT5G49430.1,0.0114,0.0106,0.0121,0.3,0.27,0.23
ATCOPIA93_RTRH__AT5G49450.1,0.0,0.0,0.0,0.17,0.14,0.13
ATCOPIA93_RTRH__AT5G49470.2,0.0,0.0,0.0,0.19,0.19,0.17
ATCOPIA93_RTRH__AT5G49500.1,0.0,0.0,0.0,0.16,0.16,0.14
ATCOPIA93_RTRH__AT5G49520.1,0.0,0.0,0.0,0.23,0.18,0.18
ATCOPIA93_RTRH__AT5G49530.1,0.0,0.0,0.0,0.17,0.17,0.16
ATCOPIA93_RTRH__AT5G49620.2,0.0,0.0,0.0,0.18,0.18,0.16
ATCOPIA93_RTRH__AT5G49880.1,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G49930.1,0.0,0.0,0.0,0.21,0.2,0.19
ATCOPIA93_RTRH__AT5G50010.1,0.0117,0.0,0.0,0.2,0.18,0.16
ATCOPIA93_RTRH__AT5G50080.1,0.0,0.013,0.0113,0.21,0.19,0.19
ATCOPIA93_RTRH__AT5G50320.1,0.0,0.0,0.0,0.16,0.16,0.16
ATCOPIA93_RTRH__AT5G50340.1,0.0,0.0,0.0,0.16,0.16,0.16
ATCOPIA93_RTRH__AT5G50470.1,0.0117,0.0,0.0,0.21,0.17,0.16
ATCOPIA93_RTRH__AT5G50480.1,0.0115,0.0,0.0,0.22,0.15,0.15
ATCOPIA93_RTRH__AT5G50490.1,0.0121,0.0,0.0,0.24,0.17,0.15
ATCOPIA93_RTRH__AT5G50570.2,0.0,0.0,0.0,0.17,0.15,0.15
ATCOPIA93_RTRH__AT5G50780.1,0.0,0.0,0.0,0.19,0.18,0.18
ATCOPIA93_RTRH__AT5G50820.1,0.0,0.0,0.0,0.31,0.27,0.18
ATCOPIA93_RTRH__AT5G50915.2,0.0,0.0,0.0,0.17,0.16,0.16
ATCOPIA93_RTRH__AT5G50930.1,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G50940.1,0.0,0.0124,0.0,0.21,0.2,0.17
ATCOPIA93_RTRH__AT5G51020.1,0.0118,0.0,0.0,0.29,0.2,0.15
ATCOPIA93_RTRH__AT5G51190.1,0.011,0.0107,0.0,0.21,0.19,0.17
ATCOPIA93_RTRH__AT5G51280.1,0.0,0.0,0.0,0.18,0.17,0.15
ATCOPIA93_RTRH__AT5G51300.3,0.0,0.0,0.0,0.22,0.19,0.16
ATCOPIA93_RTRH__AT5G51330.1,0.0,0.0,0.0,0.17,0.17,0.16
ATCOPIA93_RTRH__AT5G51340.1,0.0,0.0,0.0,0.16,0.16,0.15
ATCOPIA93_RTRH__AT5G51410.3,0.0,0.0,0.0,0.14,0.14,0.14
ATCOPIA93_RTRH__AT5G51451.1,0.0,0.0,0.0,0.21,0.19,0.18
ATCOPIA93_RTRH__AT5G51780.1,0.0,0.0,0.0,0.24,0.18,0.15
ATCOPIA93_RTRH__AT5G51790.1,0.0,0.0,0.0,0.22,0.17,0.14
ATCOPIA93_RTRH__AT5G51795.1,0.0,0.0,0.0,0.23,0.19,0.15
ATCOPIA93_RTRH__AT5G51860.1,0.0,0.0,0.0,0.29,0.15,0.15
ATCOPIA93_RTRH__AT5G51870.3,0.0,0.0,0.0,0.17,0.14,0.13
ATCOPIA93_RTRH__AT5G51910.2,0.0,0.0,0.0,0.21,0.18,0.17
ATCOPIA93_RTRH__AT5G51940.1,0.0,0.0,0.0,0.25,0.19,0.17
ATCOPIA93_RTRH__AT5G51990.1,0.0127,0.0114,0.0116,0.22,0.2,0.2
ATCOPIA93_RTRH__AT5G52000.1,0.0189,0.0132,0.0,0.5,0.29,0.16
ATCOPIA93_RTRH__AT5G52010.1,0.0,0.0,0.0,0.17,0.17,0.15
ATCOPIA93_RTRH__AT5G52020.1,0.0136,0.0121,0.0,0.21,0.2,0.18
ATCOPIA93_RTRH__AT5G52040.2,0.0,0.0,0.0,0.15,0.15,0.13
ATCOPIA93_RTRH__AT5G52220.1,0.0,0.0,0.0,0.15,0.15,0.13
ATCOPIA93_RTRH__AT5G52260.1,0.0,0.0,0.0,0.21,0.17,0.17
ATCOPIA93_RTRH__AT5G52290.1,0.0,0.0,0.0,0.25,0.24,0.2
ATCOPIA93_RTRH__AT5G52470.1,0.0143,0.0,0.0,0.46,0.14,0.13
ATCOPIA93_RTRH__AT5G52490.1,0.0,0.0,0.0,0.32,0.16,0.14
ATCOPIA93_RTRH__AT5G52510.1,0.0,0.0,0.0,0.19,0.19,0.19
ATCOPIA93_RTRH__AT5G52600.1,0.0114,0.0,0.0,0.18,0.18,0.18
ATCOPIA93_RTRH__AT5G52830.1,0.0113,0.0,0.0,0.23,0.19,0.19
ATCOPIA93_RTRH__AT5G52910.1,0.0,0.0,0.0,0.18,0.18,0.16
ATCOPIA93_RTRH__AT5G52950.1,0.0,0.0,0.0,0.2,0.18,0.18
ATCOPIA93_RTRH__AT5G53070.1,0.0,0.0,0.0,0.17,0.17,0.17
ATCOPIA93_RTRH__AT5G53180.1,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G53200.1,0.0143,0.0,0.0,0.33,0.28,0.24
ATCOPIA93_RTRH__AT5G53210.1,0.0,0.0,0.0,0.19,0.18,0.16
ATCOPIA93_RTRH__AT5G53290.1,0.0,0.0,0.0,0.21,0.19,0.18
ATCOPIA93_RTRH__AT5G53430.1,0.0,0.0,0.0,0.19,0.19,0.17
ATCOPIA93_RTRH__AT5G53450.1,0.0,0.0,0.0,0.17,0.17,0.16
ATCOPIA93_RTRH__AT5G53480.1,0.013,0.0,0.0,0.27,0.25,0.21
ATCOPIA93_RTRH__AT5G53660.1,0.0,0.0106,0.0,0.2,0.2,0.16
ATCOPIA93_RTRH__AT5G53950.1,0.0,0.0,0.0,0.19,0.16,0.16
ATCOPIA93_RTRH__AT5G53980.1,0.013,0.0117,0.0,0.18,0.18,0.14
ATCOPIA93_RTRH__AT5G54070.1,0.0,0.0,0.0,0.15,0.15,0.13
ATCOPIA93_RTRH__AT5G54090.1,0.0,0.0,0.0,0.17,0.16,0.15
ATCOPIA93_RTRH__AT5G54180.1,0.0,0.0,0.0,0.17,0.16,0.15
ATCOPIA93_RTRH__AT5G54230.1,0.0,0.0,0.0,0.17,0.16,0.14
ATCOPIA93_RTRH__AT5G54260.1,0.2403,0.0,0.0,0.44,0.16,0.15
ATCOPIA93_RTRH__AT5G54340.1,0.0119,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G54360.1,0.0,0.0,0.0,0.21,0.16,0.16
ATCOPIA93_RTRH__AT5G54470.1,0.0,0.0,0.0,0.2,0.19,0.18
ATCOPIA93_RTRH__AT5G54600.1,0.0,0.0,0.0,0.13,0.13,0.12
ATCOPIA93_RTRH__AT5G54630.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G54640.1,0.0,0.0,0.0,0.18,0.17,0.14
ATCOPIA93_RTRH__AT5G54680.1,0.011,0.0,0.0,0.18,0.16,0.15
ATCOPIA93_RTRH__AT5G54770.1,0.0,0.0,0.0,0.18,0.13,0.13
ATCOPIA93_RTRH__AT5G54890.1,0.0,0.0,0.0,0.15,0.15,0.14
ATCOPIA93_RTRH__AT5G55020.1,0.0117,0.0,0.0,0.21,0.19,0.18
ATCOPIA93_RTRH__AT5G55080.1,0.0,0.0,0.0,0.23,0.23,0.15
ATCOPIA93_RTRH__AT5G55100.2,0.0,0.0,0.0,0.23,0.2,0.18
ATCOPIA93_RTRH__AT5G55140.1,0.0,0.0,0.0,0.15,0.14,0.13
ATCOPIA93_RTRH__AT5G55190.1,0.0,0.0,0.0,0.23,0.21,0.13
ATCOPIA93_RTRH__AT5G55220.1,0.0,0.0,0.0,0.16,0.16,0.14
ATCOPIA93_RTRH__AT5G55260.1,0.0,0.0,0.0,0.24,0.2,0.15
ATCOPIA93_RTRH__AT5G55280.1,0.0,0.0,0.0,0.16,0.16,0.16
ATCOPIA93_RTRH__AT5G55300.2,0.0,0.0,0.0,0.2,0.19,0.17
ATCOPIA93_RTRH__AT5G55310.1,0.0,0.0,0.0,0.22,0.2,0.18
ATCOPIA93_RTRH__AT5G55390.2,0.0,0.0,0.0,0.21,0.2,0.2
ATCOPIA93_RTRH__AT5G55500.1,0.0,0.0,0.0,0.18,0.16,0.15
ATCOPIA93_RTRH__AT5G55550.3,0.0118,0.0,0.0,0.21,0.17,0.15
ATCOPIA93_RTRH__AT5G55580.1,0.0,0.0,0.0,0.15,0.15,0.14
ATCOPIA93_RTRH__AT5G55660.1,0.0,0.0,0.0,0.19,0.19,0.19
ATCOPIA93_RTRH__AT5G55690.1,0.0,0.0,0.0,0.25,0.19,0.16
ATCOPIA93_RTRH__AT5G55760.1,0.0,0.0,0.0,0.17,0.16,0.16
ATCOPIA93_RTRH__AT5G55920.1,0.0,0.0,0.0,0.23,0.18,0.17
ATCOPIA93_RTRH__AT5G56060.1,0.0,0.0,0.0,0.19,0.15,0.13
ATCOPIA93_RTRH__AT5G56075.1,0.0,0.0,0.0,0.21,0.15,0.14
ATCOPIA93_RTRH__AT5G56110.1,0.0,0.0,0.0,0.17,0.17,0.16
ATCOPIA93_RTRH__AT5G56130.1,0.0108,0.0,0.0,0.29,0.25,0.23
ATCOPIA93_RTRH__AT5G56140.1,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G56200.1,0.0113,0.0,0.0108,0.23,0.22,0.21
ATCOPIA93_RTRH__AT5G56210.1,0.0,0.0,0.0,0.26,0.17,0.16
ATCOPIA93_RTRH__AT5G56220.1,0.0,0.0,0.0,0.21,0.2,0.18
ATCOPIA93_RTRH__AT5G56270.1,0.0,0.0,0.0,0.26,0.21,0.18
ATCOPIA93_RTRH__AT5G56510.1,0.0,0.0,0.0,0.24,0.21,0.21
ATCOPIA93_RTRH__AT5G56620.1,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G56670.1,0.0,0.0,0.0,0.21,0.16,0.13
ATCOPIA93_RTRH__AT5G56710.1,0.0,0.0,0.0,0.11,0.12,0.11
ATCOPIA93_RTRH__AT5G56740.1,0.0103,0.0,0.0,0.26,0.18,0.17
ATCOPIA93_RTRH__AT5G56780.1,0.0,0.0,0.0,0.18,0.17,0.16
ATCOPIA93_RTRH__AT5G56840.1,0.0,0.0,0.0,0.22,0.15,0.14
ATCOPIA93_RTRH__AT5G56860.1,0.0,0.0,0.0,0.21,0.17,0.15
ATCOPIA93_RTRH__AT5G56900.2,0.0,0.0,0.0,0.22,0.21,0.2
ATCOPIA93_RTRH__AT5G56950.1,0.0,0.0,0.0,0.22,0.17,0.16
ATCOPIA93_RTRH__AT5G56960.1,0.0,0.0,0.0,0.19,0.16,0.14
ATCOPIA93_RTRH__AT5G57150.4,0.0,0.0,0.0,0.18,0.17,0.17
ATCOPIA93_RTRH__AT5G57160.1,0.0132,0.0,0.0,0.51,0.37,0.19
ATCOPIA93_RTRH__AT5G57180.2,0.0,0.0,0.0,0.2,0.18,0.18
ATCOPIA93_RTRH__AT5G57290.1,0.0132,0.0,0.0,0.36,0.28,0.25
ATCOPIA93_RTRH__AT5G57380.1,0.0,0.0,0.0,0.2,0.17,0.16
ATCOPIA93_RTRH__AT5G57390.1,0.0,0.0,0.0,0.18,0.18,0.15
ATCOPIA93_RTRH__AT5G57420.1,0.0144,0.0,0.0,0.28,0.21,0.21
ATCOPIA93_RTRH__AT5G57450.2,0.0,0.0,0.0,0.2,0.18,0.14
ATCOPIA93_RTRH__AT5G57520.1,0.0127,0.0,0.0,0.22,0.21,0.2
ATCOPIA93_RTRH__AT5G57620.1,0.0,0.0,0.0,0.23,0.18,0.15
ATCOPIA93_RTRH__AT5G57660.1,0.1011,0.0284,0.0,0.43,0.38,0.24
ATCOPIA93_RTRH__AT5G57780.1,0.0,0.0,0.0,0.14,0.13,0.12
ATCOPIA93_RTRH__AT5G57870.1,0.0,0.0,0.0,0.18,0.17,0.17
ATCOPIA93_RTRH__AT5G57880.1,0.0,0.0,0.0,0.22,0.2,0.15
ATCOPIA93_RTRH__AT5G57980.1,0.0,0.0,0.0,0.2,0.16,0.14
ATCOPIA93_RTRH__AT5G58010.1,0.011,0.0,0.0,0.18,0.17,0.17
ATCOPIA93_RTRH__AT5G58020.1,0.0,0.0,0.0,0.18,0.15,0.14
ATCOPIA93_RTRH__AT5G58080.1,0.0,0.0,0.0,0.2,0.19,0.19
ATCOPIA93_RTRH__AT5G58130.1,0.0,0.0,0.0,0.25,0.24,0.21
ATCOPIA93_RTRH__AT5G58230.1,0.0,0.0,0.0,0.26,0.2,0.18
ATCOPIA93_RTRH__AT5G58270.1,0.0,0.0,0.0,0.17,0.15,0.15
ATCOPIA93_RTRH__AT5G58360.1,0.013,0.0,0.0,0.27,0.2,0.17
ATCOPIA93_RTRH__AT5G58410.1,0.0,0.0,0.0,0.24,0.22,0.21
ATCOPIA93_RTRH__AT5G58420.1,0.0,0.0,0.0,0.16,0.13,0.12
ATCOPIA93_RTRH__AT5G58500.1,0.0,0.0,0.0,0.17,0.14,0.13
ATCOPIA93_RTRH__AT5G58590.1,0.0,0.0,0.0,0.3,0.16,0.14
ATCOPIA93_RTRH__AT5G58610.1,0.0,0.0,0.0,0.26,0.2,0.18
ATCOPIA93_RTRH__AT5G58620.1,0.0136,0.0125,0.0,0.4,0.28,0.27
ATCOPIA93_RTRH__AT5G58760.1,0.0,0.0,0.0,0.15,0.15,0.14
ATCOPIA93_RTRH__AT5G58850.1,0.0,0.0,0.0,0.25,0.19,0.17
ATCOPIA93_RTRH__AT5G58900.1,0.0,0.0,0.0,0.19,0.18,0.17
ATCOPIA93_RTRH__AT5G59180.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G59230.1,0.0,0.0,0.0,0.19,0.17,0.16
ATCOPIA93_RTRH__AT5G59240.1,0.0,0.0,0.0,0.15,0.13,0.12
ATCOPIA93_RTRH__AT5G59280.1,0.0,0.0,0.0,0.16,0.15,0.15
ATCOPIA93_RTRH__AT5G59390.1,0.0,0.0,0.0,0.21,0.18,0.17
ATCOPIA93_RTRH__AT5G59450.1,0.0,0.0,0.0,0.21,0.2,0.17
ATCOPIA93_RTRH__AT5G59570.1,0.0,0.0,0.0,0.19,0.14,0.14
ATCOPIA93_RTRH__AT5G59710.1,0.0115,0.0,0.0,0.23,0.18,0.16
ATCOPIA93_RTRH__AT5G59780.3,0.0,0.0,0.0,0.19,0.16,0.15
ATCOPIA93_RTRH__AT5G59790.1,0.0,0.0,0.0,0.19,0.18,0.17
ATCOPIA93_RTRH__AT5G59800.1,0.0,0.0,0.0,0.15,0.14,0.14
ATCOPIA93_RTRH__AT5G59830.2,0.0136,0.0,0.0,0.38,0.23,0.16
ATCOPIA93_RTRH__AT5G59850.1,0.0,0.0,0.0,0.23,0.18,0.17
ATCOPIA93_RTRH__AT5G59860.1,0.0,0.0,0.0,0.23,0.21,0.16
ATCOPIA93_RTRH__AT5G59870.1,0.0,0.0,0.0,0.16,0.15,0.15
ATCOPIA93_RTRH__AT5G59950.5,0.0,0.0,0.0,0.19,0.18,0.18
ATCOPIA93_RTRH__AT5G60040.2,0.0,0.0,0.0,0.23,0.21,0.2
ATCOPIA93_RTRH__AT5G60100.2,0.0,0.0,0.0,0.2,0.16,0.15
ATCOPIA93_RTRH__AT5G60110.1,0.0,0.0,0.0,0.17,0.15,0.14
ATCOPIA93_RTRH__AT5G60120.2,0.0,0.0,0.0,0.18,0.18,0.17
ATCOPIA93_RTRH__AT5G60180.1,0.0,0.0,0.0,0.16,0.14,0.14
ATCOPIA93_RTRH__AT5G60200.1,0.0145,0.0194,0.0116,0.39,0.37,0.24
ATCOPIA93_RTRH__AT5G60230.2,0.0,0.0,0.0,0.22,0.16,0.14
ATCOPIA93_RTRH__AT5G60390.3,0.0,0.0,0.0,0.18,0.16,0.16
ATCOPIA93_RTRH__AT5G60410.5,0.0111,0.0,0.0,0.23,0.22,0.2
ATCOPIA93_RTRH__AT5G60440.1,0.0117,0.0,0.0,0.18,0.15,0.16
ATCOPIA93_RTRH__AT5G60450.1,0.0,0.0,0.0,0.21,0.2,0.19
ATCOPIA93_RTRH__AT5G60460.1,0.0,0.0,0.0,0.17,0.13,0.13
ATCOPIA93_RTRH__AT5G60470.1,0.0109,0.0,0.0,0.23,0.18,0.16
ATCOPIA93_RTRH__AT5G60480.1,0.0121,0.0117,0.0,0.22,0.21,0.2
ATCOPIA93_RTRH__AT5G60590.2,0.0,0.0,0.0,0.19,0.16,0.15
ATCOPIA93_RTRH__AT5G60670.1,0.0,0.0,0.0,0.13,0.12,0.12
ATCOPIA93_RTRH__AT5G60810.1,0.0,0.0,0.0,0.26,0.23,0.2
ATCOPIA93_RTRH__AT5G60830.1,0.013,0.0119,0.0,0.18,0.17,0.17
ATCOPIA93_RTRH__AT5G60850.1,0.0125,0.0,0.0,0.25,0.17,0.17
ATCOPIA93_RTRH__AT5G60870.1,0.0,0.0,0.0,0.2,0.17,0.16
ATCOPIA93_RTRH__AT5G60880.1,0.0134,0.0,0.0,0.24,0.2,0.2
ATCOPIA93_RTRH__AT5G60890.1,0.0114,0.0,0.0,0.2,0.18,0.16
ATCOPIA93_RTRH__AT5G60910.1,0.0,0.0,0.0,0.23,0.14,0.12
ATCOPIA93_RTRH__AT5G60930.1,0.0,0.0,0.0,0.2,0.19,0.18
ATCOPIA93_RTRH__AT5G60970.1,0.0,0.0,0.0,0.22,0.17,0.16
ATCOPIA93_RTRH__AT5G61000.1,0.0,0.0,0.0,0.16,0.16,0.15
ATCOPIA93_RTRH__AT5G61040.1,0.0,0.0,0.0,0.24,0.19,0.18
ATCOPIA93_RTRH__AT5G61060.2,0.0,0.0,0.0,0.24,0.2,0.2
ATCOPIA93_RTRH__AT5G61070.1,0.0141,0.0,0.0,0.33,0.24,0.19
ATCOPIA93_RTRH__AT5G61150.1,0.0,0.0,0.0,0.26,0.18,0.15
ATCOPIA93_RTRH__AT5G61170.1,0.0,0.0,0.0,0.27,0.18,0.17
ATCOPIA93_RTRH__AT5G61270.1,0.0116,0.0107,0.0,0.3,0.21,0.15
ATCOPIA93_RTRH__AT5G61380.1,0.0,0.0,0.0,0.2,0.2,0.17
ATCOPIA93_RTRH__AT5G61400.1,0.0,0.0,0.0,0.17,0.16,0.16
ATCOPIA93_RTRH__AT5G61420.2,0.0,0.0101,0.0,0.2,0.2,0.16
ATCOPIA93_RTRH__AT5G61430.1,0.0,0.0,0.0,0.2,0.17,0.15
ATCOPIA93_RTRH__AT5G61460.1,0.0,0.0,0.0,0.22,0.18,0.17
ATCOPIA93_RTRH__AT5G61470.1,0.0,0.0,0.0,0.19,0.18,0.17
ATCOPIA93_RTRH__AT5G61480.1,0.0139,0.0147,0.0,0.26,0.25,0.21
ATCOPIA93_RTRH__AT5G61590.1,0.0107,0.0,0.0,0.21,0.2,0.19
ATCOPIA93_RTRH__AT5G61600.1,0.013,0.0109,0.0,0.19,0.19,0.18
ATCOPIA93_RTRH__AT5G61620.1,0.0,0.0,0.0,0.21,0.18,0.18
